country,year,population,gdp,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,cement_co2,methane,nitrous_oxide,total_ghg,temperature_change_from_co2
India,1993,922118380.0,1944353884791.0,677.262,0.734,433.085,186.878,26.996,26.602,647.945,160.823,1638.294,0.017
India,1994,941163772.0,2055026658036.0,714.043,0.759,455.699,198.955,28.997,28.54,653.566,166.668,1675.792,0.017
India,1995,960301046.0,2189535837458.0,760.48,0.792,471.741,216.281,39.051,31.104,661.917,170.235,1712.603,0.017
India,1996,979678460.0,2345228680352.0,823.602,0.841,504.479,243.161,39.747,34.079,668.736,175.108,1817.629,0.018
India,1997,999133764.0,2426804815330.0,857.976,0.859,527.685,244.203,46.024,37.418,676.001,179.75,1831.317,0.018
India,1998,1018665080.0,2567853125008.0,875.783,0.86,524.136,262.892,47.595,39.026,679.577,183.609,1855.813,0.019
India,1999,1038225822.0,2710353015518.0,961.194,0.926,560.465,301.469,52.619,44.592,684.029,187.064,1939.573,0.019
India,2000,1057922731.0,2804478499774.0,987.065,0.933,572.903,313.441,52.791,45.957,685.316,183.787,2005.885,0.02
India,2001,1077898579.0,2940745466088.0,1001.198,0.929,582.111,317.363,53.128,46.74,689.962,186.588,2000.273,0.02
India,2002,1097600380.0,3024984520809.0,1032.75,0.941,598.539,325.889,57.609,49.111,683.408,180.288,1994.045,0.021
India,2003,1116803000.0,3251114494190.0,1068.398,0.957,625.833,331.333,58.565,50.88,695.315,186.553,2059.556,0.021
India,2004,1135991509.0,3495022816540.0,1134.611,0.999,669.993,348.992,58.316,55.545,705.392,193.083,2129.202,0.022
India,2005,1154676321.0,3752627653422.0,1195.393,1.035,721.496,353.15,59.357,59.687,721.894,201.701,2205.413,0.022
India,2006,1172878888.0,4069856052453.0,1293.321,1.103,773.551,370.544,82.58,64.905,733.283,211.708,2324.594,0.023
India,2007,1190676028.0,4403215224414.0,1393.485,1.17,842.536,392.818,87.956,68.333,749.827,222.493,2485.674,0.024
India,2008,1207930960.0,4649548164533.0,1490.366,1.234,910.753,414.204,90.277,73.245,764.115,227.304,2641.331,0.024
India,2009,1225524764.0,4993478894185.0,1613.328,1.316,983.947,433.771,112.463,81.268,762.322,233.941,2738.05,0.025
India,2010,1243481565.0,5361371354007.0,1678.53,1.35,1015.983,440.692,134.121,86.029,769.342,242.128,2848.131,0.026
India,2011,1261224956.0,5720692888000.0,1765.695,1.4,1074.385,461.37,135.977,91.314,781.037,251.811,2950.343,0.027
India,2012,1278674501.0,6052427493607.0,1926.986,1.507,1206.452,491.148,125.558,100.237,783.911,254.287,3164.01,0.028
India,2013,1295829507.0,6424470752490.0,1995.337,1.54,1276.383,498.314,109.554,107.82,758.221,255.623,3124.772,0.029
India,2014,1312277184.0,6875186158349.0,2148.052,1.637,1407.057,513.84,107.801,115.825,765.858,259.789,3216.867,0.03
India,2015,1328024494.0,7391521519812.0,2231.817,1.681,1449.587,557.523,103.062,117.508,773.451,263.334,3290.423,0.031
India,2016,1343944296.0,8057465593010.0,2352.54,1.75,1499.401,616.112,109.989,123.281,781.626,262.254,3365.011,0.032
India,2017,1359657398.0,8550029645172.0,2425.722,1.784,1551.256,634.116,116.479,121.047,786.601,267.236,3415.989,0.033
India,2018,1374659067.0,9173201683791.0,2595.227,1.888,1668.318,658.715,126.74,138.965,800.125,275.219,3616.201,0.034
India,2019,1389030307.0,9595463242427.0,2611.175,1.88,1661.94,677.884,125.233,143.664,800.179,282.638,3613.001,0.035
India,2020,1402617694.0,8945313249462.0,2422.732,1.727,1561.799,607.535,127.684,122.908,807.835,289.398,3436.429,0.036
India,2021,1414203896.0,9801621018003.0,2675.778,1.892,1767.297,623.485,133.192,149.033,821.053,290.389,3697.615,0.037
India,2022,1425423209.0,10476248645535.0,2831.132,1.986,1855.854,684.014,124.009,164.331,835.674,298.332,3869.995,0.039
India,2023,1438069597.0,,3062.756,2.13,2032.048,718.183,132.42,177.239,847.637,305.944,4121.424,0.04
India,2024,1450935785.0,,3193.478,2.201,2108.033,747.333,149.352,185.97,859.294,310.004,4262.411,0.041
Japan,1990,123399767.0,3699821545804.0,1154.853,9.359,311.242,668.244,118.288,38.701,53.876,31.508,1228.267,0.015
Japan,1991,123889870.0,3824677506935.0,1166.552,9.416,311.216,670.611,126.442,40.347,53.76,32.029,1236.136,0.016
Japan,1992,124383707.0,3856515730401.0,1175.454,9.45,305.863,683.298,127.887,41.666,53.397,33.762,1246.271,0.016
Japan,1993,124839955.0,3860865231367.0,1169.328,9.367,311.471,669.613,130.679,41.224,52.861,34.202,1240.835,0.017
Japan,1994,125286861.0,3893220587047.0,1223.158,9.763,319.196,708.422,137.127,42.297,53.024,36.875,1296.694,0.017
Japan,1995,125672659.0,3997430939864.0,1235.873,9.834,328.968,706.1,142.071,42.142,51.707,37.057,1306.026,0.018
Japan,1996,125975304.0,4118875121023.0,1248.69,9.912,337.797,703.974,147.814,42.56,49.944,39.645,1323.474,0.018
Japan,1997,126265926.0,4160709430865.0,1240.98,9.828,343.384,688.639,152.482,39.926,47.668,39.248,1306.708,0.019
Japan,1998,126549182.0,4111245191910.0,1201.334,9.493,321.286,673.057,155.8,35.363,45.108,39.51,1268.279,0.019
Japan,1999,126801566.0,4098283065888.0,1238.121,9.764,339.156,682.654,165.305,35.01,43.951,36.913,1297.199,0.02
Japan,2000,127027794.0,4209651870326.0,1260.203,9.921,365.732,672.759,170.07,35.086,42.953,28.387,1320.89,0.02
Japan,2001,127260144.0,4224163277272.0,1245.935,9.79,374.745,651.363,169.164,34.374,41.539,27.876,1296.37,0.021
Japan,2002,127484599.0,4226576076119.0,1275.42,10.005,392.048,662.164,173.01,32.417,40.553,27.141,1320.563,0.022
Japan,2003,127671254.0,4288493482445.0,1283.845,10.056,405.725,652.177,178.304,31.935,39.714,26.888,1327.355,0.022
Japan,2004,127815769.0,4380398118363.0,1279.122,10.008,413.614,640.898,177.22,31.276,39.444,26.437,1320.234,0.023
Japan,2005,127913331.0,4450600710060.0,1286.412,10.057,424.188,637.796,175.651,32.28,38.946,25.514,1329.97,0.023
Japan,2006,127997247.0,4514225078439.0,1263.44,9.871,421.175,601.046,192.295,31.991,38.588,24.617,1303.416,0.024
Japan,2007,128087683.0,4590814009043.0,1298.974,10.141,438.589,603.408,208.764,30.658,38.629,24.378,1341.75,0.024
Japan,2008,128155992.0,4542408020234.0,1228.687,9.587,420.311,559.258,204.133,28.553,36.215,22.507,1269.168,0.025
Japan,2009,128192471.0,4298103109270.0,1160.253,9.051,406.014,512.779,201.885,25.308,35.8,20.883,1193.447,0.025
Japan,2010,128185273.0,4480295644398.0,1211.09,9.448,440.141,517.853,212.989,24.321,35.999,21.472,1245.828,0.026
Japan,2011,128096430.0,4468738319171.0,1261.181,9.846,424.824,548.593,247.537,24.983,34.923,20.542,1303.186,0.027
Japan,2012,127928283.0,4530172048567.0,1302.113,10.178,444.259,560.109,256.681,25.625,34.064,20.55,1344.788,0.027
Japan,2013,127723642.0,4621006950566.0,1311.876,10.271,475.299,537.861,256.133,26.805,33.943,20.689,1351.01,0.028
Japan,2014,127486601.0,4634693421103.0,1260.272,9.886,466.617,493.206,258.215,26.557,32.739,20.287,1300.116,0.028
Japan,2015,127275868.0,4707025000790.0,1219.982,9.585,460.158,472.952,246.091,25.936,31.983,19.924,1259.684,0.029
Japan,2016,127159950.0,4742508721138.0,1199.933,9.436,451.654,456.462,251.202,25.969,31.677,19.71,1239.427,0.029
Japan,2017,127064686.0,4821960242931.0,1184.392,9.321,453.724,444.288,245.323,26.429,31.599,19.825,1228.575,0.03
Japan,2018,126913432.0,4852985093686.0,1138.55,8.971,436.723,427.785,233.524,26.183,30.936,19.324,1183.457,0.03
Japan,2019,126699421.0,4833467877373.0,1102.063,8.698,427.648,411.853,223.805,25.328,30.323,19.139,1142.432,0.031
Japan,2020,126304533.0,4626661481209.0,1037.285,8.213,395.042,383.172,222.213,24.49,29.722,18.744,1080.603,0.031
Japan,2021,125679342.0,4725883595048.0,1058.502,8.422,421.464,387.738,211.747,24.396,29.54,19.058,1105.302,0.032
Japan,2022,124997585.0,4774494846664.0,1029.645,8.237,403.623,388.925,202.025,22.479,29.664,18.568,1077.863,0.032
Japan,2023,124370947.0,,986.91,7.935,386.839,370.823,196.44,20.756,28.977,17.997,1031.841,0.033
Japan,2024,123753041.0,,961.867,7.772,380.972,353.593,195.299,20.304,28.82,17.964,1007.159,0.033
United Kingdom,1990,57367867.0,1505692258761.0,601.945,10.493,252.69,217.8,113.518,7.295,134.691,39.553,784.056,0.028
United Kingdom,1991,57555199.0,1488075367051.0,609.413,10.588,253.623,218.39,121.693,5.994,137.452,38.737,792.385,0.028
United Kingdom,1992,57719273.0,1491752084171.0,593.846,10.289,237.747,218.447,122.296,5.456,132.882,37.918,762.51,0.029
United Kingdom,1993,57861037.0,1527509015289.0,579.613,10.017,207.686,219.163,137.591,5.525,128.387,37.636,745.05,0.029
United Kingdom,1994,58003200.0,1585373248060.0,574.017,9.896,195.376,215.736,145.455,6.368,122.816,37.358,736.747,0.029
United Kingdom,1995,58154632.0,1623858039641.0,566.159,9.735,181.699,211.595,154.254,6.285,126.429,37.027,741.1,0.029
United Kingdom,1996,58298563.0,1663446715470.0,586.761,10.065,173.072,216.892,177.543,6.416,124.823,37.936,764.923,0.03
United Kingdom,1997,58447091.0,1713864597603.0,562.708,9.628,154.729,207.743,182.887,6.71,122.622,36.887,731.147,0.03
United Kingdom,1998,58626822.0,1766619867063.0,568.544,9.698,154.088,204.934,191.361,6.838,114.569,36.63,722.015,0.03
United Kingdom,1999,58838663.0,1823341961805.0,561.65,9.546,138.313,201.663,205.231,6.531,106.575,37.565,706.621,0.03
United Kingdom,2000,59057333.0,1889565292321.0,569.034,9.635,144.443,198.238,210.131,6.332,100.304,35.664,710.466,0.031
United Kingdom,2001,59288095.0,1939268312671.0,577.971,9.749,153.534,198.651,210.16,5.844,97.011,34.326,715.181,0.031
United Kingdom,2002,59540764.0,1983994308619.0,560.273,9.41,141.691,196.13,207.03,5.988,92.26,33.997,693.542,0.031
United Kingdom,2003,59820385.0,2050625402735.0,571.619,9.556,153.103,194.397,208.462,5.868,87.62,33.598,701.843,0.031
United Kingdom,2004,60169964.0,2099526641365.0,573.43,9.53,147.662,197.952,211.734,5.977,83.165,33.456,701.971,0.032
United Kingdom,2005,60596107.0,2161729510824.0,570.338,9.412,148.033,200.448,205.438,5.941,76.798,32.053,714.9,0.032
United Kingdom,2006,61051093.0,2212618867772.0,567.846,9.301,160.844,197.183,194.126,5.893,71.09,31.329,695.775,0.032
United Kingdom,2007,61535859.0,2267631534502.0,559.566,9.093,150.844,196.16,196.52,6.117,66.371,31.065,677.496,0.033
United Kingdom,2008,62027303.0,2252034759561.0,544.932,8.785,139.219,188.8,202.655,5.205,61.309,30.562,652.777,0.033
United Kingdom,2009,62506222.0,2151479208521.0,494.108,7.905,113.823,180.264,188.07,3.721,58.192,29.219,595.137,0.033
United Kingdom,2010,63006482.0,2190919919855.0,511.905,8.125,118.03,179.848,201.927,3.792,53.283,29.91,608.752,0.033
United Kingdom,2011,63509285.0,2223011392593.0,469.713,7.396,117.15,172.06,168.236,4.097,51.071,29.747,565.547,0.033
United Kingdom,2012,63960488.0,2255210551431.0,487.477,7.622,148.005,170.288,158.24,3.724,49.958,29.807,584.893,0.034
United Kingdom,2013,64389386.0,2296252599482.0,477.611,7.418,142.457,165.756,157.622,4.029,47.803,29.747,571.726,0.034
United Kingdom,2014,64865914.0,2369725553442.0,438.807,6.765,115.434,166.511,144.492,4.215,46.74,30.524,530.834,0.034
United Kingdom,2015,65382107.0,2426435869267.0,422.461,6.461,91.548,170.773,147.899,4.393,46.304,30.518,518.771,0.034
United Kingdom,2016,65893359.0,2478973016876.0,399.43,6.062,47.825,173.93,165.742,4.553,45.942,30.209,494.14,0.034
United Kingdom,2017,66354473.0,2539548543933.0,387.367,5.838,39.129,174.851,161.697,4.41,46.574,30.525,477.853,0.035
United Kingdom,2018,66752473.0,2582848171416.0,379.73,5.689,33.28,173.087,161.485,4.364,46.395,30.151,475.272,0.035
United Kingdom,2019,67110958.0,2624285076706.0,364.753,5.435,24.513,168.996,159.321,4.448,45.686,30.285,453.993,0.035
United Kingdom,2020,67351860.0,2334804059780.0,326.263,4.844,22.809,143.981,149.42,3.9,44.528,28.932,411.774,0.035
United Kingdom,2021,67668788.0,2512190098029.0,342.366,5.059,23.758,149.626,158.503,4.215,44.922,29.73,425.768,0.035
United Kingdom,2022,68179315.0,2615230634906.0,311.118,4.563,19.979,146.334,135.047,4.045,44.674,28.922,392.132,0.035
United Kingdom,2023,68682965.0,,307.826,4.482,17.914,154.684,125.766,3.515,44.023,28.327,386.611,0.036
United Kingdom,2024,69138185.0,,312.906,4.526,16.948,159.6,126.62,3.624,43.812,28.062,390.275,0.036
United States,1990,253373387.0,9250377579093.0,5131.761,20.254,1781.824,2139.346,1004.975,33.484,865.684,250.736,6489.288,0.161
United States,1991,256471424.0,9224688313722.0,5076.413,19.793,1764.221,2082.099,1023.332,32.736,858.307,247.286,6393.464,0.163
United States,1992,259606021.0,9552658514601.0,5178.77,19.949,1780.599,2130.489,1058.593,32.993,861.007,254.862,6464.021,0.166
United States,1993,262633229.0,9814940456277.0,5279.52,20.102,1847.292,2144.156,1090.166,34.838,860.638,257.667,6552.8,0.168
United States,1994,265474811.0,10211204686187.0,5361.863,20.197,1855.938,2181.844,1114.334,36.31,866.237,266.861,6686.332,0.171
United States,1995,268205796.0,10488856843750.0,5425.837,20.23,1875.787,2174.303,1163.186,37.075,849.756,266.609,6642.142,0.173
United States,1996,270860695.0,10886952373500.0,5601.094,20.679,1951.815,2257.023,1181.318,37.309,843.439,273.587,6806.676,0.176
United States,1997,273468014.0,11375561318703.0,5673.144,20.745,1992.723,2273.815,1186.717,38.561,839.523,272.127,6885.409,0.178
United States,1998,276119323.0,11881792533609.0,5736.36,20.775,2018.609,2320.08,1165.559,39.461,823.264,270.791,6926.782,0.181
United States,1999,278785482.0,12438444530000.0,5800.281,20.806,2013.12,2374.201,1168.759,40.239,809.276,268.957,7014.896,0.184
United States,2000,281484126.0,12947417795437.0,6023.158,21.398,2122.34,2440.405,1227.529,41.445,799.68,268.434,7217.24,0.186
United States,2001,284279634.0,13073810008320.0,5903.562,20.767,2054.729,2448.622,1173.162,41.613,776.109,261.563,6976.344,0.189
United States,2002,287084335.0,13307343638671.0,5947.819,20.718,2060.072,2443.823,1212.087,43.164,757.572,257.693,7059.111,0.192
United States,2003,289908091.0,13680911930765.0,6006.44,20.718,2100.323,2505.134,1176.551,43.349,764.525,263.692,7245.448,0.195
United States,2004,292786248.0,14198910513593.0,6111.545,20.874,2115.293,2571.107,1177.528,45.886,765.332,263.281,7314.667,0.198
United States,2005,295716666.0,14673826218839.0,6126.903,20.719,2139.954,2584.13,1160.661,46.194,772.655,261.767,7428.8,0.2
United States,2006,298730208.0,15065164240312.0,6045.326,20.237,2103.871,2550.54,1146.714,46.851,785.023,265.772,7064.877,0.203
United States,2007,301844223.0,15333183877566.0,6121.542,20.28,2130.169,2538.968,1221.593,45.509,793.939,266.411,7181.516,0.206
United States,2008,304970325.0,15288552732632.0,5919.221,19.409,2096.888,2370.623,1229.733,41.416,810.64,254.756,7074.333,0.209
United States,2009,308023452.0,14864003344421.0,5486.104,17.811,1842.392,2243.79,1211.966,29.615,772.483,250.126,6577.918,0.211
United States,2010,311062785.0,15239586726210.0,5669.25,18.225,1946.51,2258.293,1266.778,31.449,756.187,256.39,6823.523,0.214
United States,2011,314105075.0,15477885525000.0,5538.973,17.634,1840.243,2212.686,1287.589,32.208,764.383,255.979,6523.64,0.216
United States,2012,317115349.0,15830886903539.0,5331.467,16.812,1625.427,2152.244,1344.719,35.27,749.641,249.914,6388.708,0.219
United States,2013,320110752.0,16122472460312.0,5473.436,17.099,1684.672,2178.417,1381.183,36.369,748.067,254.243,6488.665,0.221
United States,2014,323115377.0,16491319003554.0,5531.385,17.119,1682.162,2210.569,1411.355,39.439,763.215,252.467,6610.767,0.224
United States,2015,326126496.0,16937633974582.0,5368.497,16.461,1446.99,2235.988,1444.047,39.907,754.889,249.664,6408.286,0.226
United States,2016,329179423.0,17220065720000.0,5245.362,15.935,1319.993,2252.27,1451.146,39.439,733.371,251.182,6308.617,0.228
United States,2017,332204657.0,17606124654726.0,5195.417,15.639,1277.049,2259.157,1424.996,40.324,749.256,247.069,6319.225,0.231
United States,2018,335056492.0,18124692769570.0,5361.236,16.001,1224.38,2305.441,1577.716,38.971,777.6,249.199,6466.737,0.233
United States,2019,337790069.0,18540552700117.0,5235.912,15.5,1043.896,2299.82,1632.056,40.896,799.062,244.477,6360.787,0.236
United States,2020,339436156.0,18027359681343.0,4689.954,13.817,853.925,1991.579,1612.504,40.688,761.174,241.329,5758.456,0.238
United States,2021,340161438.0,19099378164000.0,5020.111,14.758,979.504,2182.605,1617.424,41.312,789.44,244.912,6131.129,0.24
United States,2022,341534041.0,19493170182843.0,5055.403,14.802,916.343,2198.937,1707.391,41.884,801.907,241.442,6201.504,0.242
United States,2023,343477330.0,,4918.407,14.319,758.572,2199.111,1723.424,40.636,819.061,239.774,6078.455,0.245
United States,2024,345426566.0,,4904.12,14.197,732.886,2189.161,1748.138,37.271,818.348,239.599,6054.308,0.247
World,1990,5327803106.0,43033605109062.0,22732.145,4.267,8659.787,9196.439,3790.182,492.522,7320.985,2266.202,37574.773,0.67
World,1991,5418735886.0,,23205.592,4.282,8574.09,9656.487,3851.52,504.694,7265.909,2263.283,37889.742,0.683
World,1992,5505989815.0,,22520.424,4.09,8361.174,9154.655,3901.366,525.922,7268.79,2271.714,37455.109,0.696
World,1993,5591544802.0,,22749.873,4.069,8470.028,9172.321,4007.804,549.567,7261.674,2256.92,37427.73,0.708
World,1994,5675551258.0,,22974.598,4.048,8513.747,9196.235,4040.174,586.744,7336.296,2286.923,38666.152,0.721
World,1995,5758878977.0,,23516.639,4.084,8758.441,9283.901,4196.848,620.204,7426.246,2342.963,38933.977,0.734
World,1996,5842055730.0,,24233.477,4.148,8976.964,9562.137,4381.599,633.559,7512.808,2393.537,39997.945,0.748
World,1997,5924787819.0,,24380.322,4.115,8927.3,9702.211,4395.058,658.829,7485.23,2350.142,41519.98,0.762
World,1998,6007066691.0,,24295.713,4.045,8689.001,9821.975,4443.504,656.596,7419.233,2378.566,40128.703,0.776
World,1999,6089006328.0,,24837.771,4.079,8809.093,10064.188,4586.166,688.047,7436.038,2398.701,40450.992,0.79
World,2000,6171702992.0,59897670914608.0,25511.482,4.134,9156.638,10211.624,4727.823,718.165,7544.741,2390.251,40795.379,0.804
World,2001,6254936464.0,,25692.994,4.108,9208.429,10283.57,4771.715,750.748,7523.762,2385.423,40260.363,0.817
World,2002,6337730343.0,,26265.332,4.144,9630.182,10269.353,4913.652,779.004,7480.677,2402.932,41423.414,0.831
World,2003,6420361633.0,,27652.691,4.307,10466.565,10540.85,5096.196,857.435,7668.747,2419.463,44206.871,0.847
World,2004,6503377774.0,,28610.023,4.399,10813.392,10924.574,5257.67,895.93,7809.036,2487.873,44421.227,0.862
World,2005,6586970132.0,,29598.951,4.494,11498.5,11030.305,5376.289,966.776,7929.648,2510.292,45006.918,0.878
World,2006,6671452019.0,,30594.152,4.586,12136.238,11142.928,5531.006,1047.294,8057.693,2546.306,46217.527,0.894
World,2007,6757308776.0,,31499.256,4.662,12724.451,11184.312,5736.637,1126.199,8108.338,2612.956,46734.879,0.91
World,2008,6844457659.0,,32049.66,4.683,13149.669,11143.34,5905.5,1137.397,8177.437,2582.949,47666.078,0.927
World,2009,6932766416.0,,31513.014,4.546,13003.172,10899.597,5765.684,1170.606,8124.256,2552.738,47682.02,0.943
World,2010,7021732143.0,89807710403740.0,33317.672,4.745,13918.224,11253.694,6205.78,1251.813,8257.109,2617.387,49602.09,0.961
World,2011,7110923773.0,,34479.988,4.849,14704.223,11310.148,6389.33,1344.747,8498.255,2703.093,50934.176,0.979
World,2012,7201202478.0,,34954.734,4.854,14867.802,11432.716,6523.143,1377.354,8568.392,2717.485,51787.148,0.997
World,2013,7291793585.0,,35275.82,4.838,14953.153,11516.626,6573.116,1441.334,8520.598,2700.372,51689.281,1.015
World,2014,7381616239.0,,35465.695,4.805,15014.883,11561.832,6604.976,1492.451,8601.788,2733.968,52086.367,1.033
World,2015,7470491876.0,106871829405667.0,35403.527,4.739,14655.017,11770.022,6728.989,1440.666,8616.349,2741.356,52119.312,1.052
World,2016,7558554527.0,110407200853028.0,35392.832,4.682,14322.989,11900.264,6914.85,1476.147,8652.835,2759.229,51013.094,1.07
World,2017,7645617952.0,114529588369027.0,35974.609,4.705,14494.168,12085.292,7084.615,1499.947,8797.017,2814.724,51702.664,1.088
World,2018,7729902779.0,118765812557841.0,36734.004,4.752,14762.694,12142.828,7419.413,1546.849,8935.43,2814.039,52139.289,1.106
World,2019,7811293699.0,122149370355621.0,37086.566,4.748,14702.956,12325.908,7574.056,1615.727,9008.441,2819.104,52571.34,1.124
World,2020,7887001289.0,118590021803593.0,35158.23,4.458,14267.035,10932.342,7520.82,1624.052,8903.343,2852.967,50601.266,1.142
World,2021,7954448387.0,126004793520756.0,36866.863,4.635,14969.249,11513.166,7878.698,1666.885,9089.303,2895.432,52639.844,1.16
World,2022,8021407196.0,130112562171125.0,37527.773,4.678,15449.177,11914.912,7758.746,1578.739,9278.556,2881.229,53515.586,1.179
World,2023,8091734933.0,,38094.039,4.708,15636.373,12278.241,7802.845,1540.286,9416.93,2911.154,54092.184,1.197
World,2024,8161972574.0,,38598.578,4.729,15805.254,12470.596,8009.828,1472.818,9498.914,2935.779,54433.398,1.216
